sku	titolo	descrizione	prezzo	prezzo_originale	url	immagine	categoria	marca	ean	disponibilita	tempi_consegna	spese_spedizione	condizione
38.009.12	Molla a Gas in Acciaio Inox Occhio-Occhio (Ammortizzatore per Portelli) - 30 kg. - L 500 mm.	Questa serie di molle a gas è realizzata in acciaio inox ed è progettata per sostenere e ammortizzare il peso di portelli, gavoni, cofani motore e coperchi della barca. I terminali sono ad occhio , con un foro di 8 mm per un fissaggio sicuro tramite bullo	31.37	43.92	https://www.onautica.com/products/molla-gas-acciaio-inox-occhio-foro8mm?variant=52542752719195&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Molla_a_gas_in_acciaio_inox_occhio_-_occhio.png?v=1764701670	Nautica;Accessori;Ferramenta Inox	Osculati	8033137046599	limitata	2-4 giorni lavorativi	5.90	nuovo
38.009.18	Molla a Gas in Acciaio Inox Occhio-Occhio (Ammortizzatore per Portelli) - 30 kg. - L 600 mm.	Questa serie di molle a gas è realizzata in acciaio inox ed è progettata per sostenere e ammortizzare il peso di portelli, gavoni, cofani motore e coperchi della barca. I terminali sono ad occhio , con un foro di 8 mm per un fissaggio sicuro tramite bullo	33.31	46.63	https://www.onautica.com/products/molla-gas-acciaio-inox-occhio-foro8mm?variant=52542752751963&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Molla_a_gas_in_acciaio_inox_occhio_-_occhio.png?v=1764701670	Nautica;Accessori;Ferramenta Inox	Osculati	8033137046636	limitata	2-4 giorni lavorativi	5.90	nuovo
38.009.24	Molla a Gas in Acciaio Inox Occhio-Occhio (Ammortizzatore per Portelli) - 35 kg. - L 700 mm.	Questa serie di molle a gas è realizzata in acciaio inox ed è progettata per sostenere e ammortizzare il peso di portelli, gavoni, cofani motore e coperchi della barca. I terminali sono ad occhio , con un foro di 8 mm per un fissaggio sicuro tramite bullo	44.05	61.68	https://www.onautica.com/products/molla-gas-acciaio-inox-occhio-foro8mm?variant=52542752784731&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Molla_a_gas_in_acciaio_inox_occhio_-_occhio.png?v=1764701670	Nautica;Accessori;Ferramenta Inox	Osculati	8033137046674	disponibile	2-4 giorni lavorativi	5.90	nuovo
38.009.15	Molla a Gas in Acciaio Inox Occhio-Occhio (Ammortizzatore per Portelli) - 40 kg. - L 500 mm.	Questa serie di molle a gas è realizzata in acciaio inox ed è progettata per sostenere e ammortizzare il peso di portelli, gavoni, cofani motore e coperchi della barca. I terminali sono ad occhio , con un foro di 8 mm per un fissaggio sicuro tramite bullo	31.37	43.92	https://www.onautica.com/products/molla-gas-acciaio-inox-occhio-foro8mm?variant=52542752817499&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Molla_a_gas_in_acciaio_inox_occhio_-_occhio.png?v=1764701670	Nautica;Accessori;Ferramenta Inox	Osculati	8033137046605	disponibile	2-4 giorni lavorativi	5.90	nuovo
38.009.19	Molla a Gas in Acciaio Inox Occhio-Occhio (Ammortizzatore per Portelli) - 40 kg. - L 600 mm.	Questa serie di molle a gas è realizzata in acciaio inox ed è progettata per sostenere e ammortizzare il peso di portelli, gavoni, cofani motore e coperchi della barca. I terminali sono ad occhio , con un foro di 8 mm per un fissaggio sicuro tramite bullo	33.31	46.63	https://www.onautica.com/products/molla-gas-acciaio-inox-occhio-foro8mm?variant=52542752850267&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Molla_a_gas_in_acciaio_inox_occhio_-_occhio.png?v=1764701670	Nautica;Accessori;Ferramenta Inox	Osculati	8033137046643	limitata	2-4 giorni lavorativi	5.90	nuovo
38.009.25	Molla a Gas in Acciaio Inox Occhio-Occhio (Ammortizzatore per Portelli) - 45 kg. - L 700 mm.	Questa serie di molle a gas è realizzata in acciaio inox ed è progettata per sostenere e ammortizzare il peso di portelli, gavoni, cofani motore e coperchi della barca. I terminali sono ad occhio , con un foro di 8 mm per un fissaggio sicuro tramite bullo	44.05	61.68	https://www.onautica.com/products/molla-gas-acciaio-inox-occhio-foro8mm?variant=52542752883035&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Molla_a_gas_in_acciaio_inox_occhio_-_occhio.png?v=1764701670	Nautica;Accessori;Ferramenta Inox	Osculati	8033137046681	limitata	2-4 giorni lavorativi	5.90	nuovo
38.009.16	Molla a Gas in Acciaio Inox Occhio-Occhio (Ammortizzatore per Portelli) - 50 kg. - L 500 mm.	Questa serie di molle a gas è realizzata in acciaio inox ed è progettata per sostenere e ammortizzare il peso di portelli, gavoni, cofani motore e coperchi della barca. I terminali sono ad occhio , con un foro di 8 mm per un fissaggio sicuro tramite bullo	31.37	43.92	https://www.onautica.com/products/molla-gas-acciaio-inox-occhio-foro8mm?variant=52542752915803&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Molla_a_gas_in_acciaio_inox_occhio_-_occhio.png?v=1764701670	Nautica;Accessori;Ferramenta Inox	Osculati	8033137046612	disponibile	2-4 giorni lavorativi	5.90	nuovo
38.009.20	Molla a Gas in Acciaio Inox Occhio-Occhio (Ammortizzatore per Portelli) - 50 kg. - L 600 mm.	Questa serie di molle a gas è realizzata in acciaio inox ed è progettata per sostenere e ammortizzare il peso di portelli, gavoni, cofani motore e coperchi della barca. I terminali sono ad occhio , con un foro di 8 mm per un fissaggio sicuro tramite bullo	33.31	46.63	https://www.onautica.com/products/molla-gas-acciaio-inox-occhio-foro8mm?variant=52542752948571&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Molla_a_gas_in_acciaio_inox_occhio_-_occhio.png?v=1764701670	Nautica;Accessori;Ferramenta Inox	Osculati	8033137046650	disponibile	2-4 giorni lavorativi	5.90	nuovo
38.009.26	Molla a Gas in Acciaio Inox Occhio-Occhio (Ammortizzatore per Portelli) - 55 kg. - L 700 mm.	Questa serie di molle a gas è realizzata in acciaio inox ed è progettata per sostenere e ammortizzare il peso di portelli, gavoni, cofani motore e coperchi della barca. I terminali sono ad occhio , con un foro di 8 mm per un fissaggio sicuro tramite bullo	44.05	61.68	https://www.onautica.com/products/molla-gas-acciaio-inox-occhio-foro8mm?variant=52542752981339&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Molla_a_gas_in_acciaio_inox_occhio_-_occhio.png?v=1764701670	Nautica;Accessori;Ferramenta Inox	Osculati	8033137046698	disponibile	2-4 giorni lavorativi	5.90	nuovo
38.009.30	Molla a Gas in Acciaio Inox Occhio-Occhio (Ammortizzatore per Portelli) - 65 kg. - L 700 mm.	Questa serie di molle a gas è realizzata in acciaio inox ed è progettata per sostenere e ammortizzare il peso di portelli, gavoni, cofani motore e coperchi della barca. I terminali sono ad occhio , con un foro di 8 mm per un fissaggio sicuro tramite bullo	44.05	61.68	https://www.onautica.com/products/molla-gas-acciaio-inox-occhio-foro8mm?variant=52542753014107&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Molla_a_gas_in_acciaio_inox_occhio_-_occhio.png?v=1764701670	Nautica;Accessori;Ferramenta Inox	Osculati	8033137223518	disponibile	2-4 giorni lavorativi	5.90	nuovo
38.009.31	Molla a Gas in Acciaio Inox Occhio-Occhio (Ammortizzatore per Portelli) - 85 kg. - L 700 mm.	Questa serie di molle a gas è realizzata in acciaio inox ed è progettata per sostenere e ammortizzare il peso di portelli, gavoni, cofani motore e coperchi della barca. I terminali sono ad occhio , con un foro di 8 mm per un fissaggio sicuro tramite bullo	44.05	61.68	https://www.onautica.com/products/molla-gas-acciaio-inox-occhio-foro8mm?variant=52513541456219&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Molla_a_gas_in_acciaio_inox_occhio_-_occhio.png?v=1764701670	Nautica;Accessori;Ferramenta Inox	Osculati	8033137223525	disponibile	2-4 giorni lavorativi	5.90	nuovo
M8303-4-76	Moschettone Acciaio Inox a Pistone AISI 316 - 80x12 mm.	Robusto moschettone in acciaio inox A4 con chiusura a pistone, ideale per applicazioni nautiche e outdoor che richiedono massima affidabilità contro corrosione e usura. Progettato per un’azione fluida e sicura, offre innesto rapido, blocco stabile e lunga	5.16	6.97	https://www.onautica.com/products/moschettone-acciaio-inox-a-pistone-aisi-316?variant=52545662812507&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/moschettoneinoxapistone.png?v=1762861061	Nautica;Accessori;Ferramenta Inox	Motomarine	8051015131724	disponibile	2-4 giorni lavorativi	5.90	nuovo
09.033.00	Occhiolo a Vite in Acciaio Inox – Gancio Chiuso Filettato - 25x2.5 mm.	Gli Occhioli a Vite in Acciaio Inox sono piccoli ma indispensabili accessori di ferramenta nautica. Grazie alla realizzazione in acciaio inossidabile di alta qualità, offrono un'eccellente resistenza alla ruggine e alla corrosione, rendendoli perfetti per	8.44	11.81	https://www.onautica.com/products/occhiolo-vite-acciaio-inox?variant=52545639350619&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/occhiolo-vite-acciaio-inox.png?v=1773341713	Nautica;Accessori;Ferramenta Inox	Osculati	8033137052279	limitata	2-4 giorni lavorativi	5.90	nuovo
09.033.01	Occhiolo a Vite in Acciaio Inox – Gancio Chiuso Filettato - 28x3.0 mm.	Gli Occhioli a Vite in Acciaio Inox sono piccoli ma indispensabili accessori di ferramenta nautica. Grazie alla realizzazione in acciaio inossidabile di alta qualità, offrono un'eccellente resistenza alla ruggine e alla corrosione, rendendoli perfetti per	8.44	11.81	https://www.onautica.com/products/occhiolo-vite-acciaio-inox?variant=52545639383387&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/occhiolo-vite-acciaio-inox.png?v=1773341713	Nautica;Accessori;Ferramenta Inox	Osculati	8033137020599	limitata	2-4 giorni lavorativi	5.90	nuovo
09.033.02	Occhiolo a Vite in Acciaio Inox – Gancio Chiuso Filettato - 32x3.5 mm.	Gli Occhioli a Vite in Acciaio Inox sono piccoli ma indispensabili accessori di ferramenta nautica. Grazie alla realizzazione in acciaio inossidabile di alta qualità, offrono un'eccellente resistenza alla ruggine e alla corrosione, rendendoli perfetti per	8.44	11.81	https://www.onautica.com/products/occhiolo-vite-acciaio-inox?variant=52545639416155&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/occhiolo-vite-acciaio-inox.png?v=1773341713	Nautica;Accessori;Ferramenta Inox	Osculati	8033137020605	limitata	2-4 giorni lavorativi	5.90	nuovo
09.033.03	Occhiolo a Vite in Acciaio Inox – Gancio Chiuso Filettato - 38x4.0 mm.	Gli Occhioli a Vite in Acciaio Inox sono piccoli ma indispensabili accessori di ferramenta nautica. Grazie alla realizzazione in acciaio inossidabile di alta qualità, offrono un'eccellente resistenza alla ruggine e alla corrosione, rendendoli perfetti per	8.44	11.81	https://www.onautica.com/products/occhiolo-vite-acciaio-inox?variant=52545639448923&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/occhiolo-vite-acciaio-inox.png?v=1773341713	Nautica;Accessori;Ferramenta Inox	Osculati	8033137020612	limitata	2-4 giorni lavorativi	5.90	nuovo
09.033.04	Occhiolo a Vite in Acciaio Inox – Gancio Chiuso Filettato - 45x4.5 mm.	Gli Occhioli a Vite in Acciaio Inox sono piccoli ma indispensabili accessori di ferramenta nautica. Grazie alla realizzazione in acciaio inossidabile di alta qualità, offrono un'eccellente resistenza alla ruggine e alla corrosione, rendendoli perfetti per	8.44	11.81	https://www.onautica.com/products/occhiolo-vite-acciaio-inox?variant=52513543618907&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/occhiolo-vite-acciaio-inox.png?v=1773341713	Nautica;Accessori;Ferramenta Inox	Osculati	8033137020629	limitata	2-4 giorni lavorativi	5.90	nuovo
0618020	Passamano in Acciaio Inox FAST 1 - Montaggio Esterno - 250 mm.	Questo passamano è un accessorio di sicurezza essenziale per l'imbarcazione, fornendo un punto d'appoggio sicuro in coperta o nel pozzetto. È realizzato in robusto Acciaio Inox , garantendo la massima resistenza all'ambiente marino. Caratteristiche Princi	15.73	22.03	https://www.onautica.com/products/passamano-acciaio-inox-fast1-esterno?variant=52541979525467&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Passamani_in_acciaio_inox_22_mm..png?v=1773341759	Nautica;Accessori;Ferramenta Inox	Motomarine	8033626006554	limitata	2-4 giorni lavorativi	5.90	nuovo
0618030	Passamano in Acciaio Inox FAST 1 - Montaggio Esterno - 300 mm.	Questo passamano è un accessorio di sicurezza essenziale per l'imbarcazione, fornendo un punto d'appoggio sicuro in coperta o nel pozzetto. È realizzato in robusto Acciaio Inox , garantendo la massima resistenza all'ambiente marino. Caratteristiche Princi	17.49	24.49	https://www.onautica.com/products/passamano-acciaio-inox-fast1-esterno?variant=52541979558235&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Passamani_in_acciaio_inox_22_mm..png?v=1773341759	Nautica;Accessori;Ferramenta Inox	Motomarine	8033626006561	limitata	2-4 giorni lavorativi	5.90	nuovo
0618050	Passamano in Acciaio Inox FAST 1 - Montaggio Esterno - 500 mm.	Questo passamano è un accessorio di sicurezza essenziale per l'imbarcazione, fornendo un punto d'appoggio sicuro in coperta o nel pozzetto. È realizzato in robusto Acciaio Inox , garantendo la massima resistenza all'ambiente marino. Caratteristiche Princi	22.76	31.86	https://www.onautica.com/products/passamano-acciaio-inox-fast1-esterno?variant=52541979591003&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Passamani_in_acciaio_inox_22_mm..png?v=1773341759	Nautica;Accessori;Ferramenta Inox	Motomarine	8033626006578	limitata	2-4 giorni lavorativi	5.90	nuovo
0618065	Passamano in Acciaio Inox FAST 1 - Montaggio Esterno - 650 mm.	Questo passamano è un accessorio di sicurezza essenziale per l'imbarcazione, fornendo un punto d'appoggio sicuro in coperta o nel pozzetto. È realizzato in robusto Acciaio Inox , garantendo la massima resistenza all'ambiente marino. Caratteristiche Princi	24.52	34.32	https://www.onautica.com/products/passamano-acciaio-inox-fast1-esterno?variant=52541979623771&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Passamani_in_acciaio_inox_22_mm..png?v=1773341759	Nautica;Accessori;Ferramenta Inox	Motomarine	8033626006585	limitata	2-4 giorni lavorativi	5.90	nuovo
0618080	Passamano in Acciaio Inox FAST 1 - Montaggio Esterno - 850 mm.	Questo passamano è un accessorio di sicurezza essenziale per l'imbarcazione, fornendo un punto d'appoggio sicuro in coperta o nel pozzetto. È realizzato in robusto Acciaio Inox , garantendo la massima resistenza all'ambiente marino. Caratteristiche Princi	27.37	38.32	https://www.onautica.com/products/passamano-acciaio-inox-fast1-esterno?variant=52513546535259&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Passamani_in_acciaio_inox_22_mm..png?v=1773341759	Nautica;Accessori;Ferramenta Inox	Motomarine	8033626006592	limitata	2-4 giorni lavorativi	5.90	nuovo
1829657	Pompa Johnson F7B-5000 con Frizione Elettromagnetica - Service kit	La pompa Johnson F7B-5000 è una pompa per il raffreddamento motore con frizione elettromagnetica, che permette di inserire o disinserire la trasmissione tramite comando elettrico, senza intervenire manualmente sulla puleggia. Fa circolare l'acqua di mare	114.30	148.59	https://www.onautica.com/products/pompa-johnson-f7b-5000-con-frizione-elettromagnetica?variant=53877365244251&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/1828250.webp?v=1787641892	Nautica;Motore;Giranti e Pompe	Johnson		disponibile	2-4 giorni lavorativi	5.90	nuovo
1826032	Pompa Johnson Viking Power 16 SPX Flow - 12V	La pompa Johnson Viking Power 16 è una pompa autoadescante per il raffreddamento del motore, prodotta da Johnson SPX. Aspira e spinge l'acqua nel circuito di raffreddamento con una portata di 16 l/min, ed è dotata di bocche da 19 e 25 mm per l'attacco dei	220.10	286.13	https://www.onautica.com/products/pompa-johnson-viking-power-16-spx-flow?variant=53877363310939&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/1826032_4.webp?v=1787641827	Nautica;Motore;Giranti e Pompe	SPX Flow		disponibile	2-4 giorni lavorativi	0	nuovo
1826034	Pompa Johnson Viking Power 16 SPX Flow - 24V	La pompa Johnson Viking Power 16 è una pompa autoadescante per il raffreddamento del motore, prodotta da Johnson SPX. Aspira e spinge l'acqua nel circuito di raffreddamento con una portata di 16 l/min, ed è dotata di bocche da 19 e 25 mm per l'attacco dei	227.80	296.14	https://www.onautica.com/products/pompa-johnson-viking-power-16-spx-flow?variant=53877363343707&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/1826032_4.webp?v=1787641827	Nautica;Motore;Giranti e Pompe	SPX Flow		disponibile	2-4 giorni lavorativi	0	nuovo
1829212	Pompa Raffreddamento Ancor ST112 in Bronzo - Pompa completa	La pompa di raffreddamento Ancor ST112 ha il corpo in bronzo e la girante in neoprene, ed è equivalente al riferimento Johnson F4B-903 (cod. 10-24509-2). Fa circolare l'acqua di mare nel circuito di raffreddamento del motore. È disponibile come pompa comp	238.20	309.66	https://www.onautica.com/products/pompa-raffreddamento-ancor-st112-in-bronzo?variant=53877366227291&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/1829212_1.webp?v=1787641931	Nautica;Motore;Giranti e Pompe	Ancor		disponibile	2-4 giorni lavorativi	0	nuovo
1829534	Pompa Raffreddamento Johnson F5B-8 in Bronzo - Pompa completa	La pompa di raffreddamento Johnson F5B-8 ha il corpo in bronzo e la girante in gomma Neoprene. Si monta sul motore per far circolare l'acqua di raffreddamento ed è disponibile nella versione con tenuta meccanica, portata 46 L/min e bocche da 3/4". Oltre a	348.60	453.18	https://www.onautica.com/products/pompa-raffreddamento-johnson-f5b-8-in-bronzo?variant=53877367341403&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/1829534.webp?v=1787642001	Nautica;Motore;Giranti e Pompe	Johnson		disponibile	2-4 giorni lavorativi	0	nuovo
1829530	Pompa Raffreddamento Johnson F5B-9002 - Pompa completa	La pompa di raffreddamento Johnson F5B-9002 fa circolare l'acqua di mare nel circuito di raffreddamento del motore, garantendo il passaggio costante del liquido necessario a mantenere la temperatura di esercizio. Ha una portata di 46 litri al minuto e boc	436.60	567.58	https://www.onautica.com/products/pompa-raffreddamento-johnson-f5b-9002?variant=53877367210331&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/1829530.webp?v=1787641989	Nautica;Motore;Giranti e Pompe	Johnson		disponibile	2-4 giorni lavorativi	0	nuovo
1829505	Pompa Raffreddamento Motore Johnson F5B-9 - Pompa completa F5B-9	La pompa di raffreddamento Johnson F5B-9 preleva l'acqua di mare e la spinge verso il motore per mantenerlo alla temperatura corretta durante il funzionamento. Il movimento dell'acqua è generato da una girante in gomma che ruota all'interno del corpo pomp	334.90	435.37	https://www.onautica.com/products/pompa-raffreddamento-motore-johnson-f5b-9?variant=53877366587739&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/1829505.webp?v=1787641938	Nautica;Motore;Giranti e Pompe	Johnson		disponibile	2-4 giorni lavorativi	0	nuovo
1829522	Pompa Raffreddamento Motore Johnson F5B-9 - Pompa completa	La pompa Johnson F5B-9 è una pompa a girante per il raffreddamento ad acqua dei motori marini. La girante in neoprene aspira l'acqua e la spinge nel circuito di raffreddamento, garantendo una portata costante finché non si usura. È disponibile come pompa	452.30	587.99	https://www.onautica.com/products/pompa-raffreddamento-motore-johnson-f5b-10?variant=53877366718811&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/1829522.webp?v=1787641950	Nautica;Motore;Giranti e Pompe	Johnson		disponibile	2-4 giorni lavorativi	0	nuovo
4863010	Pompa Ricircolo Acqua Mercruiser MCM 3.0 - MCM 3.0	La pompa di ricircolo acqua Mercruiser fa parte del circuito di raffreddamento del motore: mantiene in movimento l'acqua che raffredda il blocco motore, garantendo il corretto funzionamento del sistema di raffreddamento. È il ricambio equivalente ai codic	220.90	287.17	https://www.onautica.com/products/pompa-ricircolo-acqua-mercruiser-mcm-3-0?variant=53877351612763&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/4863010.webp?v=1787641423	Nautica;Motore;Giranti e Pompe	Mercruiser		disponibile	2-4 giorni lavorativi	0	nuovo
4863011	Pompa Ricircolo Acqua Mercruiser MCM 4.3/5.0/5.7/6.2/350MAG - 8M0113734/8503991	La pompa di ricircolo acqua Mercruiser fa parte del circuito di raffreddamento del motore e ha il compito di far circolare l'acqua che mantiene il motore alla temperatura corretta di funzionamento. È un ricambio diretto, pensato per sostituire la pompa or	241.00	313.30	https://www.onautica.com/products/pompa-ricircolo-acqua-mercruiser-mcm-4-3-5-0-5-7-6-2-350mag?variant=53877351645531&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/4863011.webp?v=1787641431	Nautica;Motore;Giranti e Pompe	Mercruiser		disponibile	2-4 giorni lavorativi	0	nuovo
4863012	Pompa Ricircolo Acqua Mercruiser per MCM 454/502MAG - MCM 454/502MAG	La pompa di ricircolo acqua Mercruiser fa parte del circuito di raffreddamento del motore e serve a far circolare l'acqua all'interno del sistema, garantendo il corretto funzionamento del motore durante l'uso. Il ricambio disponibile sostituisce il codice	350.50	455.65	https://www.onautica.com/products/pompa-ricircolo-acqua-mercruiser-per-mcm-454-502mag?variant=53877351711067&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/4863012.webp?v=1787641448	Nautica;Motore;Giranti e Pompe	Mercruiser		disponibile	2-4 giorni lavorativi	0	nuovo
41.167.81	Portacanna Multiplo da Parete in Acciaio Inox AISI 316 - 3 o 4 Posti - 4 Posti	Organizza le tue attrezzature di bordo con il Portacanna multiplo da parete , una soluzione robusta ed elegante realizzata interamente in Acciaio Inox AISI 316 . Grazie alla finitura lucidata a specchio e al design curato, si integra perfettamente in ogni	50.77	60.90	https://www.onautica.com/products/portacanna-inox-parete-aisi-316-multiplo?variant=52526478426459&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/portacanna-inox-parete-316-3posti.png?v=1766156925	Nautica;Accessori;Ferramenta Inox	Osculati	8033137133954	limitata	2-4 giorni lavorativi	5.90	nuovo
53.406.51	Presa d'aria ABS bianca 415x83 mm.	Presa aria ABS bianca. Caratteristiche: dimensione 415x83 mm. incasso 395x58 mm. Caratteristiche principali Realizzata in ABS, materiale resistente agli agenti atmosferici e alla salsedine Finitura bianca, si integra con eleganza sulle superfici di copert	11.15	15.60	https://www.onautica.com/products/presa-aria-abs-bianca-415x83-mm-incasso-395x58-mm?variant=49393435672923&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Presa_aria_ABS_bianca_415x83_mm._-_incasso_395x58_mm..png?v=1762779877	Nautica;Accessori;Ferramenta Inox	Osculati	8033137033025	limitata	2-4 giorni lavorativi	5.90	nuovo
53.301.75	Prese d'aria ABS Ø 163x115 mm. griglia aerazione	Presa d'aria in ABS bianco con alette orientabili e chiudibili, ideale per garantire una corretta ventilazione a bordo. La ghiera di copertura nasconde le viti di fissaggio, offrendo un aspetto curato e rifinito. Materiale: ABS bianco Diametro esterno: 16	6.56	9.18	https://www.onautica.com/products/prese-daria-abs-o-163x115-mm-griglia-aerazione?variant=49393439375707&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Prese_d_aria_ABS_163x115_mm._griglia_aerazione.png?v=1762779807	Nautica;Accessori;Ferramenta Inox	Osculati	8033137007255	limitata	2-4 giorni lavorativi	5.90	nuovo
48.420.37	Raccordo giunzione per tubo 25x1,2 mm.	Raccordo per tubo 25x1,2 mm. Il raccordo giunzione per tubo 25x1,2 mm è un elemento di collegamento progettato per unire sezioni di tubo con queste specifiche dimensioni, garantendo continuità strutturale e tenuta nelle installazioni a bordo. A chi è rivo	16.30	22.82	https://www.onautica.com/products/raccordo-giunzione-per-tubo-25x1-2-mm?variant=52577367425371&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/EN_48.420.37B_20New_2009.jpg?v=1773341487	Nautica;Accessori;Ferramenta Inox	Osculati	8033137150135	limitata	2-4 giorni lavorativi	5.90	nuovo
11044	Serratura a Cilindro 25 mm in Ottone Cromato – Serratura con Chiave e Cappuccio Stagno	Serratura a cilindro da 25 mm con chiave, realizzata interamente in ottone cromato. Priva di componenti in ferro o zama, è fornita di un cappuccio protettivo impermeabile per garantire durata e affidabilità. Lunghezza (C) mm Ø mm 25 20 Caratteristiche pri	17.84	32.10	https://www.onautica.com/products/serratura-a-cilindro-25-mm?variant=52577370702171&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/38.131.82.png?v=1773341502	Nautica;Accessori;Ferramenta Inox	Osculati	8033137126994	limitata	2-4 giorni lavorativi	5.90	nuovo
0343340	Serratura Eco Compatta 40x40mm – Cromata con Chiavi (Per Gavoni)	La Serratura Eco Compatta (Cod. 0343340) è la soluzione funzionale ed elegante per la chiusura di gavoni, sportelli, antine e stipetti a bordo di imbarcazioni e veicoli ricreazionali (Camper/Van). Caratterizzata da un design minimalista quadrato (40x40 mm	7.44	10.40	https://www.onautica.com/products/serratura-eco-compatta-40x40-cromata?variant=52577410941275&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/serratura-eco-compatta-40x40-cromata-chiavi.webp?v=1773341606	Nautica;Accessori;Ferramenta Inox	Motomarine	8033626409881	limitata	2-4 giorni lavorativi	5.90	nuovo
